threshold,precision,recall,f1,pitch_precision,pitch_recall,pitch_f1,ecr,events,notes
0.7,0.1161880646831986,0.7937880872811491,0.2027057551548565,0.2733402078210301,0.9902298850571867,0.42842046338936746,0.8915352369928657,76.75379125780553,31.002676181980373
